Key	Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
52	450	0.3452249	0.2247362	0.4974515	0.5042925	0.6129709	0.0550192	0.6533906	0.4521859	0.0054151	0.0019667	0.0345137	0.1496315	0.0297439	0.1607346	0.0163577	0.0831763	0.3793488	0.5754169	0.0745728	0.0001542	0.0337655	0.1542501	0.1416011	0.1184213	0.0124734	0.5154356	0.4132914	0.370916	0.2366188	0.4576445	0.0536157	0.0185809	0.1484732	0.1067985	0.6233186	0.6207884	0.2824684	0.0663394	0.0633629	0.5918281	0.0504148	0.5720358	0.0586176	0.0320505	0.2303263	0.618619	0.6734795	0.6042747	0.3871437	0.0334664	0.2759597	0.6179287	0.4672217	0.2209491	0.4210514	0.577024	0.0962407	0.2253317	0.2825979	0.3503186	0.2749218	0.0062245	0.1331904	0.1547436	0.5717139	0.1713666	0.3027886	0.38376	0.3944313	7.85e-05	0.1978825	0.0302947	0.030306	0.0178484	0.0898638	0.6610272	0.0121531	0.3239409	0.5053254	0.0594151	0.4621795	0.071349	0.6471972	0.1582039	0.612101	0.1887713	0.1438646	0.0503258	0.6017145	0.5134307	0.254461	0.2766512	0.6291805	0.1437906	0.2684938	0.5998529	0.2305453	0.5053853	0.4780124	0.6562899
53	500	0.3357686	0.2484699	0.4761708	0.4550509	0.6485422	0.0591332	0.638434	0.5572695	0.0096221	0.0054774	0.011776	0.1775547	0.0376031	0.0588046	0.0037653	0.0784178	0.3494114	0.4775097	0.0817162	0.0020937	0.0427474	0.1869541	0.2399797	0.1803032	0.0035764	0.6566825	0.5100772	0.4390276	0.3293419	0.4467343	0.0252332	0.0285174	0.1909213	0.0818025	0.7012493	0.6487721	0.1640407	0.1033398	0.0652836	0.6071267	0.03286	0.6340223	0.0328846	0.0292905	0.1387473	0.6695979	0.5225844	0.5263622	0.4330394	0.0376944	0.2744491	0.9022316	0.440924	0.2586168	0.4958503	0.5351191	0.1033678	0.2557342	0.2857635	0.353906	0.2459525	0.0083087	0.148162	0.1598088	0.6329267	0.167743	0.3194531	0.4383933	0.3467461	0.0001695	0.2289597	0.1193027	0.0900766	0.0333749	0.0897837	0.6184858	0.060798	0.3189898	0.7023944	0.0895227	0.4097411	0.0441538	0.6179575	0.1369512	0.5359913	0.1558184	0.0836127	0.0154876	0.6120962	0.6356505	0.2753034	0.1474547	0.5430378	0.1550583	0.4139114	0.6742948	0.3565184	0.5668974	0.6393469	0.6434621
54	550	0.4040542	0.3307546	0.5797615	0.4227864	0.6749399	0.0297327	0.5220228	0.5619199	0.0186515	0.2739586	0.0082241	0.3491458	0.0422076	0.0238432	0.0034696	0.073367	0.3511952	0.5403753	0.088706	0.0719635	0.0558465	0.1270167	0.2650016	0.3684884	0.0907893	0.559251	0.5012422	0.4997105	0.3439888	0.5238678	0.0317289	0.0332149	0.1527369	0.1019749	0.6258926	0.5268686	0.480457	0.0636669	0.058743	0.8249578	0.0186779	0.6074667	0.4523254	0.0997997	0.4128264	0.7606684	0.5019475	0.5495139	0.3388464	0.0480059	0.496661	0.587312	0.3855277	0.2639561	0.5492744	0.6271738	0.2546711	0.3010305	0.3291611	0.3843512	0.198605	0.1694659	0.0909662	0.1542839	0.532856	0.2033291	0.4117784	0.4200162	0.2810394	0.0161814	0.3859166	0.1011949	0.1006082	0.3152829	0.2001239	0.6356344	0.0285846	0.3331491	0.5482102	0.3765371	0.3484169	0.1160956	0.5557475	0.1442114	0.4480266	0.2886079	0.1396831	0.0447784	0.2885719	0.6756837	0.4604099	0.2190856	0.6173621	0.1281088	0.4069879	0.5674717	0.2868485	0.6718757	0.5894653	0.5948172
55	600	0.3208	0.312077	0.549185	0.5232008	0.6411379	0.0462184	0.540346	0.4168111	0.0528666	0.2982871	0.0067295	0.2412941	0.0511289	0.0225511	0.0032883	0.062667	0.2976475	0.4859302	0.1187224	0.1340078	0.0393805	0.1661719	0.3266759	0.4505533	0.1121427	0.6327553	0.4464648	0.4773318	0.207734	0.5151746	0.0283347	0.0251112	0.1689963	0.0780009	0.6114792	0.6110349	0.5226214	0.1129538	0.0511428	0.6043585	0.040843	0.5621726	0.5083911	0.2563617	0.5176083	0.6428805	0.4862048	0.4301713	0.3644759	0.0799405	0.5084704	0.5991049	0.3617934	0.2127272	0.51329	0.4544641	0.2534574	0.2079306	0.4492165	0.3215646	0.233678	0.192012	0.1507059	0.1522348	0.562089	0.1792188	0.3109352	0.3914671	0.3418647	0.0154539	0.2566654	0.0238353	0.1055782	0.3070058	0.2347541	0.5771607	0.0317836	0.4760171	0.6576869	0.4819736	0.3853738	0.122622	0.6585713	0.155774	0.7261164	0.1691726	0.1654864	0.0762661	0.1358468	0.7027867	0.5232553	0.2916234	0.7346508	0.1899859	0.3819928	0.5021721	0.2409045	0.5985286	0.5473529	0.6788568
56	650	0.2095106	0.2325723	0.4564832	0.3924555	0.7369953	0.0409335	0.6165518	0.4175626	0.0229368	0.3954594	0.0135044	0.320586	0.0255878	0.0025268	0.012306	0.0984787	0.3951614	0.4906982	0.0751278	0.0813211	0.0620367	0.1325699	0.3221379	0.317787	0.1091618	0.5750142	0.5726846	0.4451204	0.2560633	0.4376096	0.0287032	0.0033158	0.261169	0.0984328	0.6512807	0.7081	0.5847066	0.1099451	0.0226984	0.5346854	0.0488704	0.6480332	0.5235796	0.4095548	0.5588021	0.5634608	0.6552891	0.5043277	0.3860023	0.1341506	0.5676986	0.60415	0.434381	0.1937622	0.5107695	0.2957583	0.2293682	0.1950157	0.3329946	0.3695767	0.0919074	0.2061729	0.4134235	0.2204779	0.5228491	0.2958277	0.3476952	0.5191972	0.4257885	0.0061378	0.1797464	0.0344353	0.0330079	0.2389236	0.0839573	0.6303051	0.0457666	0.2472519	0.5394042	0.1276515	0.3340247	0.1128697	0.8111744	0.1658802	0.5769498	0.1869348	0.1107081	0.0800568	0.0737816	0.5649765	0.6993117	0.3621586	0.6529696	0.1739087	0.3267194	0.6747839	0.3048281	0.6414847	0.567223	0.6192893
57	700	0.2432363	0.2554795	0.4975031	0.4649371	0.5624733	0.0194904	0.6479467	0.4065534	0.0082391	0.4298332	0.0075708	0.4317645	0.0103244	0.025101	0.0044262	0.1017796	0.3211624	0.4731112	0.0685407	0.0396089	0.0358777	0.1421474	0.2808494	0.3364472	0.1095583	0.6396279	0.4465214	0.4644778	0.2898841	0.4628457	0.0736322	0.0220381	0.2259112	0.1522131	0.5109081	0.7635337	0.565018	0.1386898	0.0779153	0.5828601	0.04124	0.6093876	0.5680171	0.3683492	0.5663815	0.6838635	0.657181	0.54437	0.4748777	0.1496617	0.6631259	0.7230557	0.4503688	0.1516991	0.3870044	0.2355484	0.2616484	0.2299626	0.2152745	0.384727	0.0303348	0.1514817	0.5009491	0.3643071	0.5987391	0.2783236	0.4082264	0.4292963	0.354098	0.0190835	0.1652062	0.0272	0.0479299	0.1195877	0.0770552	0.5865487	0.02333	0.2748364	0.3269657	0.0383607	0.2963626	0.079063	0.5105573	0.1404792	0.5603039	0.2316722	0.1154529	0.1223363	0.0947119	0.7016729	0.6052713	0.4113814	0.6731146	0.301443	0.4306699	0.5769479	0.2312495	0.6840766	0.506608	0.6279367
58	750	0.1606186	0.2392501	0.5450659	0.342151	0.664425	0.047073	0.7572144	0.419586	0.0154719	0.3448431	0.0086871	0.3961061	0.0141823	0.0198356	0.0023852	0.095712	0.3800205	0.4771398	0.0533922	0.0332893	0.0445838	0.1747643	0.1646229	0.3441272	0.1002084	0.6875059	0.4999974	0.2829995	0.1832829	0.4626027	0.063524	0.0129373	0.1966337	0.0727449	0.5794696	0.6256591	0.5417631	0.0771063	0.0984356	0.5574283	0.0520461	0.6078673	0.6957483	0.4123292	0.5622548	0.6139076	0.5313124	0.5886041	0.4283021	0.1794036	0.5602301	0.6249245	0.3797167	0.1954074	0.5125863	0.2614969	0.2779649	0.2568365	0.1318832	0.181001	0.0307824	0.2506181	0.5496246	0.4496534	0.4797704	0.2906373	0.3321661	0.4763256	0.4457963	0.0308371	0.1488668	0.0221097	0.0512724	0.057294	0.2981217	0.5268621	0.0324458	0.1208783	0.2059241	0.0216489	0.3140993	0.1000182	0.6056867	0.1970784	0.509605	0.1987092	0.0914763	0.0463461	0.0539465	0.6611493	0.6307181	0.4378595	0.6136603	0.4457326	0.4409336	0.6327541	0.2395145	0.477286	0.5482681	0.5718185
59	800	0.1351319	0.2607831	0.5153658	0.4422349	0.7001502	0.0287087	0.6237898	0.3955991	0.0078636	0.4540213	0.0092921	0.4560517	0.0274214	0.0138153	0.0254553	0.1389536	0.513304	0.4803876	0.0906923	0.004563	0.0417062	0.1361242	0.100714	0.2863519	0.1608306	0.5451068	0.366063	0.3883894	0.2453991	0.4222791	0.1283555	0.0212009	0.1883979	0.1324751	0.6077763	0.605306	0.6632597	0.0703926	0.1003345	0.5992986	0.0385717	0.667049	0.5528794	0.4049166	0.692208	0.6695884	0.702144	0.5518497	0.4107069	0.1340694	0.5900013	0.6926249	0.4245618	0.1938821	0.4046784	0.2902958	0.239812	0.2073226	0.0633677	0.2213518	0.0082859	0.3070436	0.513769	0.3757838	0.5329581	0.3370675	0.3378011	0.3254649	0.4028402	0.0287055	0.2104192	0.0079477	0.0426525	0.0707034	0.4181598	0.7501004	0.0121639	0.0888886	0.1103231	0.0294213	0.2955729	0.1375188	0.6842761	0.1822164	0.5288018	0.1570043	0.1567894	0.0697096	0.048813	0.7434383	0.7443708	0.3488625	0.6099275	0.3868212	0.5392829	0.5323647	0.2435767	0.5294813	0.5046996	0.6847435
60	850	0.1014227	0.1576072	0.428154	0.3887676	0.6127805	0.0482019	0.6586385	0.3929944	0.0106732	0.4832306	0.0101003	0.3233642	0.0520932	0.0127669	0.0167059	0.0931504	0.3360345	0.4106308	0.0470051	0.011299	0.0603821	0.1213384	0.1518999	0.1457745	0.0892768	0.6701081	0.4310445	0.3262594	0.1649279	0.4179099	0.1275442	0.0444356	0.1828005	0.0861746	0.6202033	0.6071725	0.6445284	0.1086547	0.0514302	0.6439881	0.0446698	0.6534295	0.6260371	0.4688618	0.6195197	0.5918153	0.6760389	0.593979	0.469404	0.1412694	0.5785009	0.5875546	0.3691455	0.2477681	0.482537	0.3323084	0.2826567	0.2711462	0.0986528	0.2326148	0.0094371	0.1787692	0.6008793	0.2835548	0.4167254	0.4179027	0.4113407	0.4776923	0.5017307	0.0285198	0.1680226	0.0329816	0.0278553	0.0701715	0.3397036	0.5248234	0.0138701	0.0836637	0.1433198	0.0191237	0.3429852	0.1108372	0.6149657	0.1625327	0.5440997	0.1505753	0.1500901	0.0813933	0.0693536	0.7337862	0.6910801	0.5131772	0.5722615	0.4432146	0.4306635	0.641629	0.2208383	0.6282265	0.7068125	0.6640955
61	900	0.1464802	0.2086976	0.5627296	0.2431168	0.5462501	0.0288601	0.6098326	0.4096856	0.0165143	0.4544776	0.0066351	0.3383721	0.0433481	0.0154049	0.0337574	0.1103084	0.4312551	0.4565152	0.0549374	0.0029358	0.0350829	0.1445675	0.1280005	0.1413144	0.1045475	0.5849188	0.4164004	0.3994744	0.1518101	0.5770544	0.168402	0.0102265	0.1761782	0.2071896	0.6456299	0.6302843	0.6070995	0.0907942	0.03445	0.6767782	0.0403715	0.5457394	0.6615828	0.4498611	0.5826316	0.5634147	0.56231	0.5904115	0.3749843	0.1758228	0.5537918	0.7981816	0.5131059	0.2181079	0.4550598	0.2867217	0.1852892	0.2240654	0.1265456	0.1889665	0.0099091	0.2336883	0.6109953	0.3183876	0.4858142	0.369354	0.3668888	0.4131441	0.4513422	0.0113635	0.1228753	0.0261851	0.0157474	0.0381886	0.2691901	0.7533454	0.0101943	0.0697869	0.106577	0.024927	0.3349085	0.1186603	0.6524313	0.1317965	0.5162613	0.1671535	0.1450154	0.1010044	0.0322367	0.6416732	0.6057734	0.4090203	0.5754544	0.4078052	0.442715	0.5598495	0.2339756	0.7117107	0.5013443	0.5769924
62	950	0.1013055	0.2070141	0.5127032	0.334231	0.6040865	0.0310325	0.663187	0.3615062	0.0177799	0.4532522	0.023709	0.3505373	0.0251004	0.0331095	0.0204106	0.1062342	0.4580882	0.4942128	0.0369214	0.0042522	0.0424771	0.1562535	0.1385701	0.1483238	0.142049	0.6161543	0.4500382	0.3118731	0.1791511	0.4387658	0.1283606	0.0059127	0.1623552	0.1302722	0.7480723	0.7159215	0.5441978	0.1061311	0.0410775	0.6805148	0.0701194	0.5735146	0.6776159	0.4220719	0.5077827	0.5577659	0.546011	0.5817235	0.3891416	0.2025235	0.6640091	0.6594542	0.4172311	0.1933111	0.407949	0.2193069	0.3068961	0.2038742	0.0364842	0.2362969	0.0261109	0.3073657	0.6850498	0.4128703	0.3886667	0.3175927	0.3986153	0.4531613	0.4973423	0.0246322	0.1788513	0.0137318	0.0562036	0.0751619	0.4164599	0.5823092	0.0141713	0.1350472	0.1204692	0.0305147	0.3021995	0.1483347	0.5691659	0.1378931	0.6243695	0.1367641	0.1194367	0.0830684	0.0397257	0.6203757	0.7389477	0.4072996	0.6259232	0.4167236	0.3605385	0.708148	0.2169883	0.6996962	0.5021918	0.6244002
63	1000	0.1238561	0.2468682	0.418064	0.3473661	0.639126	0.0229366	0.6005947	0.4879188	0.0106836	0.518879	0.0120825	0.346093	0.0278581	0.0192356	0.0137531	0.1248327	0.3298105	0.4038148	0.059261	0.0031615	0.0335416	0.1379101	0.103544	0.2063181	0.1412929	0.6290707	0.3830636	0.3496506	0.138133	0.4793352	0.2068068	0.0185704	0.2029827	0.0958333	0.6937576	0.6820207	0.7012115	0.1095846	0.0500642	0.6074305	0.0444541	0.483351	0.5546802	0.4505153	0.5528729	0.5707688	0.4983238	0.5861892	0.3865452	0.1573745	0.4973923	0.703979	0.3124269	0.2210615	0.4629985	0.344767	0.3312216	0.2222081	0.049505	0.1898191	0.0051776	0.2121533	0.6838632	0.4449334	0.5227609	0.3427557	0.3651523	0.4798364	0.4652505	0.0163674	0.212158	0.0145175	0.0469012	0.0632795	0.3356758	0.6743144	0.0569959	0.0905682	0.1515603	0.0332178	0.3603886	0.1674224	0.7977475	0.2097578	0.5496619	0.2239004	0.0916077	0.070781	0.0261153	0.5532783	0.5887778	0.4235171	0.5907968	0.3343804	0.3617542	0.6769565	0.24172	0.5967796	0.6185708	0.5019252
64	0	0.1193693	0.2584332	0.5641183	0.3153447	0.4879765	0.0444029	0.7434224	0.4294178	0.0163506	0.4397234	0.0121367	0.2853763	0.0380651	0.0097068	0.0013486	0.1225907	0.3166022	0.3963996	0.0601946	0.0006793	0.0264451	0.1442111	0.0782678	0.1551999	0.1274571	0.6490405	0.56873	0.3265825	0.2016728	0.4367562	0.2320393	0.0236781	0.1746886	0.1235847	0.5530207	0.5912592	0.5721903	0.1068269	0.0508226	0.6799271	0.0338499	0.6660832	0.6996639	0.5870385	0.6080502	0.6939094	0.6252594	0.5071399	0.433553	0.1387395	0.5617574	0.6628862	0.3531265	0.2681757	0.4307777	0.3395225	0.3117366	0.2697129	0.0631645	0.2228002	0.0348294	0.2741267	0.5841233	0.4157725	0.4555051	0.3847065	0.402086	0.3495957	0.4851921	0.0286161	0.1181318	0.0155735	0.030236	0.05176	0.2634291	0.6379058	0.0201806	0.0814087	0.2139955	0.0120184	0.4022647	0.073048	0.5956945	0.1673214	0.5879194	0.1633329	0.131861	0.0657304	0.0338003	0.7424124	0.7620546	0.3802727	0.6586912	0.5421107	0.4505538	0.4962897	0.2771983	0.6248528	0.5895976	0.609731
65	50	0.1611382	0.2366915	0.4809023	0.2796976	0.4446428	0.0355814	0.5955161	0.2606359	0.0297381	0.3724103	0.0179439	0.3421988	0.0298503	0.0158697	0.0048832	0.1483039	0.3927439	0.4216562	0.0858446	0.0090753	0.4068589	0.1511025	0.0994466	0.0829316	0.1321576	0.4753486	0.5348556	0.4005832	0.1990713	0.5724763	0.173053	0.0107947	0.1936274	0.0912097	0.555971	0.1558773	0.5670984	0.0938039	0.0397652	0.6744544	0.0704573	0.2689334	0.5682505	0.5578355	0.5433677	0.5683379	0.5463598	0.4839133	0.3542838	0.1559959	0.4715011	0.5926794	0.523729	0.1489379	0.5275542	0.331912	0.2979958	0.2379122	0.0727493	0.1170951	0.0312389	0.1783445	0.5435556	0.3816797	0.3198775	0.2614824	0.2571212	0.4401253	0.5116213	0.0066592	0.0404163	0.0187904	0.0680754	0.1446153	0.5178283	0.4351119	0.0120181	0.132119	0.1347655	0.033598	0.3473406	0.1216991	0.6268854	0.3460056	0.4594817	0.0330397	0.147578	0.0367148	0.0399543	0.603434	0.6097573	0.4766877	0.657805	0.4609682	0.3774718	0.5783083	0.2553266	0.1450599	0.4358928	0.601222
66	100	0.1901328	0.1747534	0.480566	0.219523	0.3254591	0.0472536	0.4774564	0.1809115	0.0203579	0.6138497	0.033018	0.3897225	0.0251588	0.0222939	0.0312643	0.2083123	0.4575306	0.536019	0.0785022	0.0092909	0.5709665	0.1809581	0.0824338	0.0582731	0.1122673	0.5566317	0.3753751	0.3701551	0.161776	0.5010507	0.2456574	0.007975	0.160033	0.0979151	0.6849215	0.0790492	0.601106	0.0832447	0.0659846	0.6676363	0.0416458	0.1986655	0.6314381	0.4665206	0.6571352	0.644415	0.6365766	0.5595643	0.3601923	0.1560408	0.5749791	0.6215182	0.5563236	0.1019137	0.4383264	0.2912806	0.2704715	0.2543205	0.0872116	0.0811997	0.0177088	0.0380392	0.6119758	0.4455546	0.2476262	0.2296644	0.3523524	0.4711033	0.4911355	0.0005908	0.0040751	0.0086323	0.0323936	0.0667239	0.4265223	0.4622203	0.0033059	0.0828816	0.1605406	0.0253047	0.2987995	0.1511404	0.6540512	0.3780886	0.5501555	0.0042256	0.1238844	0.1372891	0.0361028	0.6898396	0.5543096	0.5253444	0.5320927	0.432979	0.3470866	0.5719757	0.1363203	0.1763146	0.2250069	0.5132916
67	150	0.2040306	0.1412284	0.469305	0.2332264	0.2645331	0.0761759	0.6458293	0.1313415	0.0157746	0.3359974	0.0423921	0.4242364	0.0337293	0.0528849	0.0453556	0.1485688	0.5187039	0.4982805	0.0494117	0.0170824	0.5216894	0.1581231	0.0615473	0.0088767	0.0947887	0.5554048	0.3489992	0.2878696	0.2050361	0.6505175	0.1851087	0.0055471	0.2160292	0.119662	0.6471784	0.0352762	0.5123952	0.0865282	0.0592448	0.5279036	0.0633778	0.2159727	0.6062661	0.453998	0.5942858	0.72876	0.5255598	0.5492064	0.3809039	0.1518723	0.4889381	0.6647156	0.6478857	0.0923318	0.5001885	0.3665011	0.2602242	0.1729724	0.0573552	0.0980236	0.0310989	0.0305032	0.632015	0.3483921	0.328267	0.2550085	0.3232683	0.4067932	0.4651557	0.0009226	0.0030521	0.0106503	0.0362602	0.0831718	0.4964476	0.3205396	0.0079372	0.1567399	0.167186	0.032358	0.3307866	0.2838893	0.6203023	0.3501721	0.5439557	0.0014817	0.1806637	0.0556913	0.0135487	0.6493991	0.5732561	0.5012578	0.6289394	0.4350542	0.5397607	0.6487169	0.157941	0.1907897	0.2046419	0.6127752
68	200	0.3422363	0.1137356	0.524382	0.2439809	0.2958909	0.1012681	0.585683	0.162163	0.005993	0.4238134	0.0399981	0.4302668	0.0272246	0.0410519	0.0893279	0.2542577	0.6823885	0.5983496	0.0651493	0.007949	0.5450271	0.188521	0.0991253	0.0144295	0.0394499	0.5668179	0.3753037	0.3712673	0.1663833	0.6035493	0.1250319	0.0085946	0.245729	0.1223385	0.5019998	0.0392823	0.4973305	0.0980472	0.0389881	0.6365111	0.0587074	0.2119039	0.5137749	0.4164578	0.6192412	0.6694585	0.6196097	0.5790713	0.4308032	0.190852	0.6269185	0.6209072	0.592579	0.0705745	0.4732078	0.3451438	0.25439	0.2851255	0.0916984	0.1140727	0.0269578	0.0343674	0.7172085	0.5366574	0.3214132	0.3142553	0.3104864	0.4510307	0.4752751	0	0.0058933	0.0076696	0.0756758	0.1005785	0.5122322	0.3890691	0.0075424	0.0919567	0.1298737	0.0257797	0.1853437	0.2184697	0.5526818	0.4069852	0.5869682	0.0013596	0.1102169	0.0259025	0.0267935	0.583446	0.5556201	0.4619145	0.5054906	0.3346158	0.3922398	0.6358066	0.215603	0.2350741	0.0632813	0.5866843
69	250	0.419647	0.1200838	0.5172016	0.2285302	0.2776527	0.0572431	0.6751854	0.2250326	0.0103887	0.313164	0.0534652	0.4871746	0.0310613	0.0567638	0.1409622	0.2818611	0.5205984	0.5049877	0.0429819	0.0099226	0.5917144	0.1644826	0.0732697	0.0126471	0.0627551	0.5963573	0.3943648	0.4156615	0.2388819	0.7670324	0.178539	0.0176378	0.2061643	0.0916731	0.6389225	0.0385315	0.2939999	0.1164743	0.0489815	0.6582621	0.0481698	0.1681607	0.6487741	0.4476985	0.6039063	0.6296458	0.5330457	0.5781664	0.3915095	0.2612689	0.554731	0.5457755	0.4556115	0.0765278	0.4343475	0.2765708	0.3132006	0.2070812	0.1113736	0.1224484	0.0946987	0.0292865	0.6874732	0.4324067	0.2963303	0.2661525	0.2977533	0.3219313	0.421057	0.0002687	0.0025626	0.020049	0.0553404	0.1203262	0.5244228	0.3737319	0.0167399	0.0774287	0.1907792	0.0223688	0.1663289	0.3856051	0.6217455	0.4461627	0.5053206	0.0003646	0.1090066	0.0735053	0.0234534	0.5503286	0.5174299	0.4912294	0.6680546	0.4185106	0.4423995	0.5415472	0.2386249	0.1966848	0.1130666	0.6173696
70	300	0.5766665	0.1694585	0.5707158	0.3106029	0.2118163	0.0987302	0.7936758	0.171603	0.0049878	0.3869356	0.0761151	0.6003785	0.0359775	0.1021203	0.2503042	0.2329827	0.4879143	0.5307091	0.0525827	0.0362906	0.5864833	0.1403892	0.1114872	0.0039697	0.1574156	0.5247474	0.4984643	0.3409092	0.3247933	0.6455959	0.1718059	0.0103053	0.196341	0.0775023	0.5130456	0.0480996	0.1417135	0.0829295	0.059347	0.6778482	0.0294583	0.1964155	0.6733385	0.5075291	0.5181954	0.6155474	0.513527	0.5322067	0.3457259	0.2409362	0.6387981	0.5366409	0.5094994	0.0754015	0.5312143	0.2456701	0.280568	0.2804817	0.134539	0.1156653	0.1091661	0.060101	0.6160951	0.4420847	0.3300345	0.1946831	0.4210712	0.4555615	0.3821483	0	0.0044148	0.048316	0.0679094	0.3110084	0.6234683	0.3413804	0.0265212	0.0944962	0.1797547	0.0117085	0.0959211	0.2149264	0.7026612	0.4498427	0.4974746	0	0.1953822	0.0873334	0.0456497	0.5240741	0.690237	0.4812941	0.6094566	0.3764355	0.550292	0.7517117	0.2401238	0.2516457	0.0528804	0.5325871
71	350	0.4878475	0.1709106	0.470264	0.3161084	0.2841176	0.1283421	0.6118915	0.1321981	0.0089752	0.459075	0.0577234	0.5041906	0.0381507	0.0823051	0.2694267	0.2668883	0.5575952	0.5338204	0.0395372	0.0126017	0.6226113	0.1849494	0.1926526	0.0362695	0.1223472	0.4428747	0.3918124	0.3078789	0.3692156	0.6525351	0.1638965	0.0079722	0.2187183	0.0752433	0.6472544	0.031938	0.1770758	0.0980214	0.07379	0.6372764	0.0601591	0.1362051	0.660732	0.4618404	0.5619429	0.5665726	0.6019651	0.5296643	0.4636174	0.2680777	0.5327979	0.6080173	0.6226691	0.0628725	0.4641231	0.2569389	0.224396	0.2275624	0.1403144	0.1405777	0.1508341	0.0378226	0.6640888	0.5533372	0.2320301	0.2389413	0.3635017	0.5009479	0.4150159	0.0001044	0.065759	0.103678	0.155071	0.4491517	0.6632462	0.3368177	0.0257426	0.1598045	0.1283521	0.0314262	0.1119815	0.3293079	0.6322269	0.4110187	0.473154	0.0018729	0.2155033	0.0841976	0.0505774	0.5464335	0.5957697	0.496443	0.6074709	0.4660469	0.4369525	0.6862905	0.232271	0.1795136	0.1040861	0.691595
72	400	0.4767987	0.1868062	0.5326608	0.2890659	0.2340012	0.1754784	0.5058076	0.1720835	0.0015908	0.4349977	0.1167114	0.4742648	0.089479	0.0771086	0.2880662	0.3227292	0.5701302	0.4602051	0.071673	0.0339064	0.582182	0.145738	0.276219	0.0468608	0.0874689	0.4815215	0.4369813	0.3380744	0.5183414	0.5519176	0.1834176	0.0173425	0.2045858	0.1010313	0.5447025	0.0289595	0.1379189	0.1440562	0.0353092	0.5972833	0.0452987	0.1063735	0.6587473	0.4625941	0.6350113	0.5640641	0.6067032	0.4473187	0.3467818	0.2077701	0.6419464	0.5647572	0.6351684	0.111219	0.4004234	0.3414406	0.2648172	0.1477057	0.1612279	0.1946297	0.0983708	0.071203	0.6550624	0.4126532	0.2678535	0.1463123	0.2989976	0.4545281	0.2613938	0.0005612	0.1032783	0.2625915	0.1856572	0.5546184	0.4910254	0.2824291	0.0675093	0.1087799	0.1376656	0.0843071	0.1211829	0.336519	0.6410645	0.3528758	0.4531667	0.0005519	0.1488132	0.0537554	0.0614097	0.5042373	0.6830584	0.536143	0.5757429	0.4313056	0.4252358	0.6373042	0.2784047	0.1719269	0.0617941	0.6500545
73	450	0.4749434	0.2182252	0.5053485	0.3514791	0.242227	0.1016776	0.7244206	0.1325283	0.00186	0.5103418	0.1296025	0.6321443	0.038848	0.0704834	0.1945232	0.3171719	0.5505922	0.5482965	0.0753396	0.0272661	0.6487944	0.1274716	0.3264948	0.1811219	0.1328618	0.5460449	0.3683175	0.2733179	0.5654423	0.5976015	0.1843613	0.0210898	0.1998726	0.0823233	0.7005258	0.049568	0.0834286	0.0879297	0.074298	0.7077419	0.0885581	0.2011908	0.6679868	0.4180239	0.6064649	0.6604736	0.5609177	0.3736204	0.3548882	0.1783356	0.5659769	0.5976319	0.5121733	0.1349783	0.4719886	0.3226125	0.2628518	0.2010753	0.1763302	0.1175857	0.1777267	0.0575211	0.5558806	0.4604432	0.2189477	0.1727141	0.3174978	0.5613193	0.1648102	0.0025589	0.1416918	0.2605866	0.1503307	0.6358986	0.6116433	0.3264217	0.2569537	0.0934928	0.1875309	0.0408134	0.1666908	0.2686185	0.6327496	0.4154261	0.551056	0.0004784	0.1282339	0.0664924	0.1796302	0.5885861	0.6651959	0.4944753	0.6036858	0.3715868	0.4946169	0.6656804	0.2227222	0.1513922	0.1035716	0.6703338
74	500	0.5663702	0.3260531	0.5974077	0.2713703	0.3794245	0.0992814	0.6232816	0.1723312	0.0036793	0.5114764	0.0881203	0.6061114	0.0464015	0.1233554	0.1933846	0.3061656	0.4442741	0.5704812	0.0631134	0.072407	0.5449447	0.112284	0.3228719	0.1708784	0.1769376	0.5488738	0.4635208	0.243325	0.4822313	0.6289513	0.1599027	0.0295301	0.2578814	0.0925324	0.6029767	0.0295471	0.0873578	0.1238001	0.0668746	0.6481358	0.0635468	0.1823489	0.6289727	0.4409625	0.6704171	0.5646541	0.6325527	0.3396622	0.4822659	0.2075291	0.6721947	0.6894556	0.5794048	0.076213	0.5023766	0.2529738	0.2381073	0.2440071	0.1925348	0.1300502	0.2220129	0.0400458	0.7343292	0.4249637	0.2685282	0.1704248	0.4383575	0.541422	0.1447387	0	0.1226696	0.3829997	0.2660799	0.5860116	0.6334719	0.2293975	0.3200308	0.0622489	0.1281296	0.0341396	0.180969	0.2956676	0.5481002	0.4322598	0.5479114	5.36e-05	0.1648936	0.1048624	0.3564253	0.6108505	0.6849385	0.494208	0.6022113	0.5373594	0.45825	0.5633807	0.3167716	0.1221546	0.0792525	0.6123512
